h3,District,DS,GN,population_2020,schools,gas_stations,pharmacies,banks,supermarkets,poi_count,population_2020_score,bank_user_cx_score,beauty_cx_score,clothing_outlet_score,eat_out_seeker_cx_score,health_fitness_conscious_cx_score,insurance_cx_score,interest_in_property_cx_score,interest_in_vehicle_cx_score,interest_in_movie_cx_score,interest_in_music_cx_score,online_shopper_cx_score,overseas_travellers_cx_score,post_arpu_derived_score,prepaid_arpu_derived_score,selfcare_score,smart_phone_user_cx_score,social_media_cx_score,supermarket_cx_score,poi_count_score,cx_during_daytime_score,score,norm_score,rank
88611cb13bfffff,Colombo,Colombo,Keselwatta,8741.155219,0,2,10,3,4,19,0.348688268,0.362186647,0.187653168,0.170878805,0.204739166,0.197559558,0.241667983,0.218946048,0.29826854,0.215440793,0.395608812,0.304571556,0.213922145,0.124523972,0.426874353,0.31061599,0.452595093,0.485991007,0.14982518,0.422222222,1,1.472133995,0.434418609,3
88611cb131fffff,Colombo,Colombo,Masangasweediya,24917.01805,16,0,4,5,6,31,0.993950074,0.766257136,0.55198973,0.437009382,0.531399225,0.432887856,0.492023377,0.539523212,0.541217467,0.549817423,0.857962226,0.672496085,0.565273496,0.220439631,0.451772767,0.732072646,0.855187936,0.927933673,0.42606987,0.688888889,0.680401652,2.781121231,0.820693511,5
88611cb11dfffff,Colombo,Colombo,Ibbanwala,5113.395008,0,2,4,9,5,20,0.203975425,0.421916108,0.32174116,0.273549684,0.351923597,0.466589192,0.439109145,0.488080301,0.515953392,0.396974439,0.401417455,0.38015512,0.346046312,0.202660738,0.427822484,0.379030144,0.476948008,0.484801972,0.359262577,0.444444444,0.516789822,1.638165669,0.483413639,3
88611cb111fffff,Colombo,Colombo,Ibbanwala,5834.41116,16,1,2,13,2,34,0.232737055,0.470240755,0.346364803,0.282165422,0.379313452,0.346891342,0.414389512,0.472396487,0.462485027,0.467709963,0.520878238,0.457155642,0.354505699,0.243353534,0.455047407,0.45916495,0.549268512,0.573417503,0.367642384,0.755555556,0.461534934,2.054335936,0.606223185,4
88611cb139fffff,Colombo,Colombo,Aluthkade East,25068.68173,1,2,3,9,4,19,1,0.555075701,0.366203758,0.293557343,0.428543112,0.28646136,0.360606539,0.357590966,0.653054557,0.370787689,0.607313776,0.518942501,0.40418668,0.177509234,0.427368337,0.608275604,0.663992798,0.721074023,0.356315196,0.422222222,0.455897243,2.383414989,0.703332596,4
88611cb1edfffff,Colombo,Colombo,Pettah,1068.993151,0,0,4,15,3,22,0.042642575,0.241970712,0.109814447,0.095108175,0.136354627,0.241138873,0.246722477,0.282308657,0.343460743,0.176421492,0.172834545,0.207211574,0.146462112,0.176039015,0.418612063,0.247444299,0.290641458,0.303452525,0.137688907,0.488888889,0.447197899,1.263871449,0.372961482,2
88611cb06bfffff,Colombo,Thimbirigasyaya,Pamankada West,14166.42615,3,2,7,11,7,30,0.565104552,1,1,1,1,1,1,0.974905897,1,1,1,1,1,0.338788683,0.428866226,1,1,1,1,0.666666667,0.423221452,2.999426127,0.88511408,5
88611cb103fffff,Colombo,Colombo,Kuppiyawatta West,16376.54784,8,2,6,11,8,35,0.653267213,0.712000496,0.50869413,0.486166954,0.596900622,0.676932016,0.52100774,0.750313676,0.786126538,0.558789776,0.73440982,0.663211276,0.560685354,0.172058665,0.428882161,0.778431005,0.796596894,0.859239882,0.522928887,0.777777778,0.42077879,2.554914704,0.753941214,4
88611cb025fffff,Colombo,Thimbirigasyaya,Bambalapitiya,4412.201713,0,3,0,10,4,17,0.176004537,0.454144949,0.547555141,0.529580701,0.456329399,0.668216153,0.51429474,0.728983689,0.632581945,0.692540428,0.612537902,0.496867775,0.544841924,0.674959659,0.496000319,0.448005991,0.52464551,0.512074109,0.444303176,0.377777778,0.399343723,2.169045467,0.640073334,4
88611cb10bfffff,Colombo,Thimbirigasyaya,Kurunduwatta,8043.467323,3,0,2,6,2,13,0.320857212,0.411839166,0.378807329,0.323856021,0.353869718,0.370714701,0.385247196,0.562107905,0.483828814,0.392488263,0.442187557,0.413304497,0.352068249,0.431254706,0.437359573,0.358809212,0.468980419,0.496800415,0.332822839,0.288888889,0.387060219,1.811183219,0.534470162,3
88611cb133fffff,Colombo,Colombo,Pettah,7861.960648,0,0,7,12,4,23,0.313616836,0.300943162,0.152643249,0.105925713,0.150031534,0.184195235,0.25446217,0.279799247,0.288358924,0.145018258,0.256128302,0.216011634,0.211986522,0.187793596,0.413449128,0.269125632,0.352077425,0.370773521,0.139740515,0.511111111,0.384858805,1.565711185,0.462032721,3
88611cb02dfffff,Colombo,Thimbirigasyaya,Milagiriya,5153.906127,0,4,5,15,4,28,0.20559143,0.393559196,0.469016221,0.398765078,0.379601766,0.578152237,0.416600853,0.602885822,0.54775128,0.504121022,0.457750338,0.409799388,0.425335149,0.357442536,0.457365947,0.381276914,0.439396804,0.441975095,0.379142948,0.622222222,0.370725731,2.021765083,0.596611707,3
88611cb13dfffff,Colombo,Colombo,Grandpass South,21344.64935,1,2,8,9,1,21,0.85144682,0.626073467,0.407748862,0.35066054,0.500027029,0.305636258,0.34718054,0.400250941,0.488620277,0.448200313,0.770832572,0.625288985,0.432145674,0.137971098,0.458345949,0.729264183,0.777942831,0.854862072,0.381367931,0.466666667,0.362503724,2.295798465,0.677477444,4
88611cb349fffff,Colombo,Maharagama,Maharagama West,5022.344063,7,1,11,15,7,41,0.200343365,0.327525441,0.310187887,0.329025464,0.26732138,0.299244625,0.377270573,0.468005019,0.399760427,0.252999478,0.321228948,0.293086733,0.186895118,0.218180514,0.420213529,0.298408538,0.376439343,0.385928312,0.30421591,0.911111111,0.36039509,2.05406443,0.606143066,4
88611cb11bfffff,Colombo,Thimbirigasyaya,Kollupitiya,5633.814026,0,0,3,6,8,17,0.224735153,0.358736659,0.3042362,0.275703619,0.321326246,0.392213829,0.374585374,0.503764115,0.390613089,0.413980177,0.405947466,0.376314416,0.32274715,0.35534837,0.491602263,0.369855832,0.402817916,0.395083881,0.33316959,0.377777778,0.358856671,1.782633154,0.526045196,3
88611cb117fffff,Colombo,Colombo,Hunupitiya,7100.208187,1,3,2,2,1,9,0.283230218,0.509841152,0.285914342,0.216733678,0.365618524,0.295177223,0.343784552,0.465495609,0.493520636,0.385185185,0.533481898,0.508054292,0.352856836,0.132097393,0.474097681,0.546901329,0.582021157,0.636047215,0.318866125,0.2,0.351623022,1.408291418,0.415579017,3
88611cb107fffff,Colombo,Colombo,Maligawatta East,16601.50769,0,2,2,3,3,10,0.662240953,0.633097543,0.431322208,0.39823856,0.541346067,0.418361418,0.355552045,0.504391468,0.574757704,0.458841941,0.676396449,0.650421359,0.465266327,0.1079858,0.410509123,0.711889159,0.742822417,0.807462816,0.4307799,0.222222222,0.339451477,1.833737998,0.541125953,3
88611cb135fffff,Colombo,Colombo,Bloemendhal,14075.23995,1,5,6,13,5,30,0.561467097,0.851737404,0.746644883,0.672793414,0.705162627,0.620569436,0.800584426,0.673776662,0.68049657,0.760250391,0.895554013,0.790513834,0.671087533,0.214429663,0.457031312,0.840741434,0.875003376,0.937651332,0.712457017,0.666666667,0.330731981,2.612051756,0.770802043,4
88611cb159fffff,Colombo,Thimbirigasyaya,Kirula,8145.725372,1,0,10,11,2,24,0.324936327,0.39532142,0.397245886,0.374162359,0.3346788,0.541545613,0.410361712,0.557716437,0.413263639,0.419926969,0.392613159,0.385300917,0.312137071,0.188424714,0.434268186,0.318367347,0.419824443,0.43677577,0.404831392,0.533333333,0.289007144,1.885793953,0.556487377,3
88611cb045fffff,Colombo,Dehiwala-Mount Lavinia,Hathbodhiya,9949.829068,7,1,9,9,3,29,0.396902764,0.608078928,0.588983545,0.547003638,0.59044959,0.671121441,0.539725162,0.685696361,0.718937167,0.727282212,0.68045154,0.630770378,0.565273496,0.21445835,0.438873397,0.660513013,0.622471303,0.656476998,0.632877741,0.644444444,0.285327476,2.327556696,0.686849122,4
88611cb315fffff,Colombo,Dehiwala-Mount Lavinia,Nugegoda West,4168.680114,3,4,6,10,1,24,0.16629036,0.26823033,0.308087291,0.318686579,0.255932967,0.275421267,0.341099352,0.511919699,0.387346183,0.312676056,0.272933182,0.268998434,0.215786078,0.373062717,0.424037925,0.254334394,0.297834796,0.296880405,0.29754096,0.533333333,0.278421918,1.794265296,0.529477776,3
88611cb161fffff,Colombo,Kolonnawa,Megoda Kolonnawa,15224.59083,5,0,5,10,2,22,0.607315175,0.15466617,0.079822616,0.095778288,0.132120011,0.126089483,0.114673827,0.178795483,0.14809975,0.113510694,0.154276111,0.14878067,0.095419026,0.202244774,0.387236077,0.17584722,0.17458474,0.185089502,0.123269859,0.488888889,0.276094233,1.808954773,0.53381256,3
88611cb165fffff,Colombo,Kolonnawa,Wennawatta,10755.44685,2,0,2,1,4,9,0.429039188,0.473392901,0.272260474,0.275512158,0.409099919,0.3474724,0.262991628,0.404642409,0.41359033,0.353051643,0.462316882,0.4784846,0.300666714,0.197109764,0.387730061,0.533121138,0.537213594,0.583264874,0.413413471,0.2,0.27504454,1.627292485,0.480205022,3
88611cb049fffff,Colombo,Dehiwala-Mount Lavinia,Jayathilaka,9761.660625,0,4,9,8,6,27,0.389396648,0.481298089,0.425837321,0.40383879,0.469952248,0.518303312,0.428368346,0.548933501,0.538495045,0.545644236,0.521097432,0.495749124,0.437809162,0.377616811,0.42109792,0.487736379,0.496790457,0.511966015,0.530586298,0.6,0.273332243,2.318697676,0.684234874,4
88611cb121fffff,Colombo,Kolonnawa,Wadulla,11325.57789,6,0,0,0,0,6,0.451781949,0.297369074,0.163146225,0.103245261,0.192107397,0.166182452,0.199099668,0.143663739,0.198192312,0.133020344,0.329667921,0.268662838,0.144884938,0.077139886,0.462799777,0.205504587,0.39800135,0.427425631,0.134943797,0.133333333,0.268628001,1.259998743,0.371818668,2
88611cb069fffff,Colombo,Dehiwala-Mount Lavinia,Vilawala,10470.44438,1,0,8,1,2,12,0.417670322,0.407433606,0.427821216,0.439594103,0.396432111,0.360836723,0.459090191,0.581555834,0.521507133,0.48523735,0.449713221,0.425050339,0.344038999,0.350672356,0.448227233,0.396742183,0.422372271,0.437089242,0.418094605,0.266666667,0.268614468,1.901331183,0.561072328,3
88611cc4d7fffff,Gampaha,Mirigama,Walbothale,339.3385203,0,0,0,0,0,0,0.036915731,0.674099913,0.253043478,0.148952676,0.231038798,0.262101535,0.724832215,0.450901804,0.756160526,0.465224626,0.581510595,0.544548351,0.291398618,0.145764926,0.544794513,0.477981143,0.954066191,0.884704109,0.259077785,0,1,0.986552955,0.320687567,2
88611cb067fffff,Colombo,Thimbirigasyaya,Havelock Town,4172.219791,3,4,5,11,5,28,0.166431559,0.435827749,0.663788073,0.555954432,0.456311379,0.698431145,0.513978834,0.845671267,0.599259501,0.635054773,0.566032222,0.459989559,0.513800272,0.422304299,0.46984304,0.422917057,0.450884537,0.45558414,0.48966972,0.622222222,0.256216278,2.170470841,0.640493954,4
88611cb061fffff,Colombo,Thimbirigasyaya,Wellawatta North,10395.22251,2,3,4,3,4,16,0.414669691,0.622151899,0.744777687,0.749569213,0.631714569,0.908773969,0.685515716,0.838770389,0.790264619,0.82295253,0.733861835,0.676709673,0.644490644,0.347853839,0.469094096,0.668975847,0.661985145,0.67124265,0.663218424,0.355555556,0.254606984,2.250391605,0.66407813,4
88611cb123fffff,Colombo,Colombo,Grandpass North,15679.35346,6,5,2,5,1,19,0.625455843,0.574509804,0.366087058,0.306289489,0.420290116,0.323067984,0.357447481,0.379548306,0.453555483,0.413771518,0.63069448,0.554776643,0.371137716,0.139426973,0.458776193,0.553679086,0.655340986,0.718155483,0.333025111,0.422222222,0.250501189,1.978906342,0.583964329,3
88611cb141fffff,Colombo,Sri Jayawardanapura Kotte,Rajagiriya,7200.524828,10,0,5,8,3,26,0.28723189,0.353512038,0.334228031,0.273406088,0.289395441,0.23707147,0.326251777,0.47804266,0.443101383,0.303182055,0.355752018,0.328361548,0.246971109,0.291404597,0.427479882,0.318966486,0.38753995,0.406595901,0.276562545,0.577777778,0.246358301,1.860456692,0.549010492,3
88611cb12bfffff,Colombo,Colombo,Grandpass South,15292.16204,6,4,4,8,4,26,0.610010618,0.557408786,0.32185786,0.256557534,0.424578791,0.296339338,0.340625494,0.358845671,0.472503539,0.401043297,0.674752493,0.574688642,0.34109972,0.090830853,0.466377181,0.586968732,0.71713707,0.780806814,0.312306759,0.577777778,0.243376384,2.057303189,0.607098805,4
88611cb113fffff,Colombo,Colombo,Wekanda,4785.964423,0,0,1,1,1,3,0.651046513,0.688008397,0.311076443,0.367876556,0.50474191,0.332020997,0.642458101,0.758196721,0.511660285,0.442089985,0.553309266,0.611158073,0.519850187,0.555273576,0.551668137,0.566516756,0.752565564,0.715035605,0.508804148,0.214285714,0.239477666,2.481078089,0.732152437,4
88611cb317fffff,Colombo,Thimbirigasyaya,Pamankada East,8732.946139,1,0,4,6,3,14,0.348360805,0.342839414,0.346714903,0.37224775,0.327416884,0.4131319,0.40483336,0.667503137,0.472176849,0.398330725,0.359478318,0.34335148,0.311778622,0.393409115,0.430842164,0.328852275,0.352878686,0.365120201,0.367613489,0.311111111,0.23824212,1.851336684,0.546319228,3
88611cbacdfffff,Colombo,Colombo,Madampitiya,21532.1057,4,0,3,5,2,14,0.858924531,0.585678828,0.372855642,0.411640819,0.444256239,0.376525276,0.434844416,0.410288582,0.412065774,0.441523213,0.704928214,0.59486166,0.373575167,0.141384875,0.481356067,0.549185546,0.766311051,0.822282515,0.385817898,0.311111111,0.23803261,2.178594482,0.642891196,4
88611cb109fffff,Colombo,Thimbirigasyaya,Borella North,13904.1543,2,2,5,11,3,23,0.55464242,0.397642095,0.306453495,0.257562703,0.308874673,0.402091807,0.376559785,0.543287327,0.36131983,0.340427752,0.383114748,0.360354985,0.222955051,0.086448883,0.476185165,0.332035199,0.469412559,0.488985213,0.283324183,0.511111111,0.237730223,1.911711762,0.56413558,3
88611cb06dfffff,Colombo,Thimbirigasyaya,Kirulapone,9199.658218,1,1,8,11,3,24,0.366978141,0.587168032,0.633446143,0.558012636,0.535633841,0.611272516,0.642631496,0.936010038,0.634650986,0.543661972,0.607898294,0.570997092,0.482615241,0.222060458,0.466695881,0.540198465,0.642619851,0.673188343,0.553703008,0.533333333,0.236528363,2.142770821,0.632319831,4
88611cb155fffff,Colombo,Thimbirigasyaya,Kurunduwatta,4371.770237,1,3,0,8,2,14,0.174391709,0.297517995,0.340529817,0.288627226,0.261717272,0.389889599,0.339677776,0.505646173,0.413699227,0.391653625,0.339275929,0.286001939,0.286973977,0.436382544,0.453358298,0.242314173,0.328750844,0.329773435,0.2881209,0.311111111,0.232019417,1.663364562,0.490849693,3
8861034a97fffff,Kalutara,Panadura,Bazaar West,2917.357918,2,5,11,10,5,33,0.296672299,0.320013964,0.586956522,0.358822133,0.351557093,0.039590126,0.362696532,0.315904139,0.349324976,0.349230005,0.277745941,0.30011551,0.360393156,0.510438037,0.481165144,0.262610977,0.340858709,0.318849363,0.316949298,1,1,2.605224779,0.818223832,5
88611cb333fffff,Colombo,Thimbirigasyaya,Kirula,6699.581634,0,2,1,3,0,6,0.26724906,0.425105485,0.380091026,0.350708405,0.353076854,0.370133643,0.434133628,0.613550816,0.541761951,0.371309338,0.402951814,0.410321426,0.292924224,0.220733675,0.455461716,0.354540348,0.473328832,0.493989969,0.371630017,0.133333333,0.225590123,1.448407802,0.427417141,3
88611cb119fffff,Colombo,Colombo,Kurunduwatta,2885.607059,0,4,2,10,1,17,0.11510805,0.266145446,0.350449294,0.263115068,0.230182899,0.485183033,0.308008214,0.405897114,0.385277143,0.358685446,0.315128046,0.263181445,0.281955696,0.354925234,0.446816987,0.240853773,0.287184335,0.28856797,0.252463374,0.377777778,0.2242654,1.547091422,0.456538132,3
88611cb063fffff,Colombo,Thimbirigasyaya,Havelock Town,6374.532037,4,1,3,7,0,15,0.254282698,0.483085133,0.695880499,0.638186866,0.531219029,0.975014526,0.524561681,0.750941029,0.629097245,0.692957746,0.610893947,0.549705422,0.55107893,0.647190447,0.47035296,0.569556263,0.510672969,0.509382567,0.521657468,0.333333333,0.223128087,2.226816907,0.657121367,4
886103422dfffff,Kalutara,Kalutara,Akkaragoda,7414.224009,8,0,1,1,0,10,0.753968126,0.40640189,0.368390129,0.317739254,0.311487889,0.063809967,0.293775576,0.201525054,0.572324012,0.323397914,0.41938873,0.384332668,0.386967601,0.213141114,0.435369045,0.354620662,0.413588238,0.433387875,0.513557717,0.303030303,0.960058408,2.219066305,0.696942909,4
88611c14b5fffff,Gampaha,Negombo,Periyamulla,6751.319197,2,0,5,7,4,18,0.734457982,0.848916158,0.430434783,0.882079131,0.714267835,0.739079103,0.698596705,0.368737475,0.522177893,0.736106489,1,0.93402528,1,0.194749886,0.622416774,0.771491958,1,0.991800471,0.969638639,0.514285714,0.852690902,3.035548995,0.986731444,5
88611cb04dfffff,Colombo,Dehiwala-Mount Lavinia,Dehiwala East,8100.501365,6,0,2,2,1,11,0.323132323,0.628356912,0.571245186,0.596687727,0.630272998,0.766995933,0.543595009,0.855708908,0.828160732,0.780803339,0.719358492,0.727272727,0.608717471,0.380836949,0.42109792,0.737577233,0.63286068,0.660249481,0.678966683,0.244444444,0.216359801,2.04847832,0.604494635,4
8861034a95fffff,Kalutara,Panadura,Wekada North,4981.026268,3,2,4,3,0,12,0.5065311,0.497489191,1,0.627404417,0.624705882,0.060782487,0.703855266,0.660130719,0.62753134,0.70839543,0.442024833,0.502572719,0.56825628,0.282686443,0.513947174,0.439870864,0.457268519,0.44569016,0.585435138,0.363636364,0.922677843,2.252236218,0.707360595,4
88611cb065fffff,Colombo,Thimbirigasyaya,Kirula,7597.651604,4,0,7,0,1,12,0.30307344,0.398399106,0.490022173,0.462473674,0.393891342,0.528762347,0.473621861,0.725219573,0.471523467,0.547939489,0.4591751,0.423335073,0.368055058,0.638404992,0.469946618,0.379179929,0.431807337,0.444590972,0.426012078,0.266666667,0.213689325,2.104103794,0.620909405,4
88611cb105fffff,Colombo,Colombo,Meethotamulla,15985.93436,3,1,7,6,4,21,0.637685481,0.467225118,0.352549889,0.282356883,0.386323092,0.332945962,0.347812352,0.434755332,0.385930524,0.408868023,0.513462171,0.448019987,0.353430353,0.14307742,0.434029161,0.469387755,0.551348188,0.591253027,0.298927963,0.466666667,0.213380804,1.980386691,0.584401172,3
88610350ddfffff,Kalutara,Beruwala,Cheenakotuwa,6372.102211,4,2,2,7,4,19,0.647992555,0.403072048,0.340188014,0.391830919,0.362076125,0.054727527,0.33189748,0.123093682,0.400433944,0.36661699,0.723113658,0.593405439,0.695303968,0.75809537,0.531147865,0.472861178,0.511589551,0.531119326,0.477317724,0.575757576,0.919051718,2.99031109,0.939168021,5
88611cb337fffff,Colombo,Sri Jayawardanapura Kotte,Nawala West,5088.566281,2,0,2,6,2,12,0.202984997,0.191586001,0.169214611,0.13454911,0.149040454,0.147588611,0.162138683,0.244040151,0.167483393,0.144600939,0.184817156,0.184353792,0.126890817,0.245046079,0.451884312,0.155963303,0.222723385,0.229321602,0.148727136,0.266666667,0.212567687,1.31530919,0.388140476,2
88611cb129fffff,Colombo,Kolonnawa,Kuruniyawatta,12558.08933,0,0,1,1,0,2,0.500947336,0.383767684,0.237017155,0.175856787,0.297107848,0.238233585,0.296714579,0.43161857,0.378961124,0.277725613,0.460709458,0.380565292,0.223671948,0.085165131,0.436164449,0.374012357,0.492379023,0.527639658,0.217759413,0.044444444,0.209183495,1.284480773,0.37904318,2
88611cb223fffff,Colombo,Dehiwala-Mount Lavinia,Watarappala,8611.991677,3,2,3,5,3,16,0.343535882,0.575651526,0.476951803,0.473243347,0.549220651,0.64787914,0.485389354,0.891468005,0.620494392,0.646113719,0.615862346,0.586919233,0.489927593,0.346706351,0.412333679,0.599176184,0.604114337,0.623940678,0.631143988,0.355555556,0.207878924,2.089275455,0.616533645,4
88610350d9fffff,Kalutara,Beruwala,Massalgoda,7816.980535,4,2,0,0,2,8,0.794925289,0.344692392,0.31786134,0.197815246,0.251764706,0.042617606,0.29226793,0.15795207,0.31002893,0.247391952,0.537917861,0.423080962,0.430287586,0.193443305,0.465751666,0.321630347,0.44485431,0.461648789,0.327020745,0.242424242,0.888839337,2.023565248,0.635541825,4
88611c84dbfffff,Colombo,Kaduwela,Asiri Uyana,4910.242604,3,2,3,9,3,20,0.195871592,0.223256391,0.272610573,0.212856596,0.193873322,0.326554329,0.272705734,0.433500627,0.350974627,0.274178404,0.264640339,0.225259154,0.197003369,0.292437336,0.448474225,0.22542595,0.250956561,0.2620633,0.220735689,0.444444444,0.204234207,1.601963287,0.472730516,3
88611cb151fffff,Colombo,Thimbirigasyaya,Thimbirigasyaya,3878.124289,9,0,1,2,0,12,0.154699969,0.185380988,0.166763916,0.162358798,0.136336607,0.197559558,0.211419997,0.277917189,0.238048568,0.195409494,0.187118694,0.168841823,0.13391641,0.442119984,0.433774201,0.151357424,0.21553905,0.222241439,0.181437281,0.266666667,0.202944727,1.478698103,0.436355641,3
88611cb311fffff,Colombo,Dehiwala-Mount Lavinia,Dutugemunu,4656.764497,10,6,3,6,4,29,0.185760246,0.418962522,0.46516513,0.494926288,0.421389314,0.481696688,0.48681093,0.78544542,0.64423391,0.550547731,0.448726848,0.417592662,0.390493942,0.509793094,0.458122859,0.435161955,0.419716408,0.429003805,0.500332303,0.644444444,0.201962405,2.298452946,0.678260767,4
88611cb15bfffff,Colombo,Thimbirigasyaya,Thimbirigasyaya,5083.232484,0,0,0,1,3,4,0.202772229,0.317560189,0.383825417,0.315288149,0.296242905,0.42242882,0.34607487,0.652446675,0.40139388,0.385185185,0.392795821,0.327876799,0.319306043,0.223415929,0.47044857,0.273581726,0.349160477,0.365595815,0.309157107,0.088888889,0.201795926,1.294682724,0.382053719,2
88611cb341fffff,Colombo,Maharagama,Pathiragoda,5793.567567,6,0,2,8,2,18,0.231107787,0.237105982,0.22616408,0.261774842,0.189782863,0.226612435,0.282577792,0.409033877,0.28465643,0.214084507,0.216819494,0.232194795,0.152555739,0.234704343,0.436475181,0.220782625,0.259923475,0.271240488,0.2438524,0.4,0.19926467,1.546139711,0.456257287,3
88611cb313fffff,Colombo,Dehiwala-Mount Lavinia,Kalubovila,8509.899286,1,0,5,2,1,9,0.339463374,0.588930256,0.535068269,0.600038292,0.551455086,0.710052295,0.533486021,0.713299875,0.735598388,0.669483568,0.591093413,0.595495563,0.494802495,0.345128555,0.432610947,0.611383636,0.608309701,0.632004497,0.608634091,0.2,0.198105355,1.925836967,0.56830385,3
88611cba1bfffff,Gampaha,Kelaniya,Peliyagoda Gangabada,6753.278945,0,3,2,6,0,11,0.734671178,0.812756945,0.515652174,0.529712956,0.689173967,0.317591499,0.697783201,0.377755511,0.578268012,0.516472546,0.787679426,0.692529031,0.443650226,0.109440006,0.648948865,0.61031614,0.913117446,0.925747436,0.526030274,0.314285714,0.75689604,2.333376037,0.758484053,4
88610359e1fffff,Kalutara,Horana,Narthanagala,1561.890354,10,0,1,0,0,11,0.158831935,0.08829453,0.108695652,0.061743054,0.052179931,0.131346064,0.127288391,0.057734205,0.116441659,0.081967213,0.052913085,0.062270293,0.036403349,0.156639867,0.500459146,0.05952381,0.074751272,0.076419611,0.065077042,0.333333333,0.846538894,1.214341323,0.381388592,2
88611c14a7fffff,Gampaha,Negombo,Sellakanda,5890.008727,1,0,4,0,0,5,0.640758317,0.440201819,0.177971014,0.481923972,0.309261577,0.220779221,0.294691885,0.21743487,0.312367989,0.239933444,0.349538619,0.356797863,0.414343579,0.12211794,0.459778063,0.380920688,0.366263773,0.38448713,0.562603902,0.142857143,0.753104455,1.928115365,0.626750568,4
88611c84d3fffff,Colombo,Kaduwela,Battaramulla North,3403.251961,2,2,6,10,5,25,0.135757117,0.181397369,0.189053565,0.18222286,0.162374989,0.217896572,0.221765914,0.336260979,0.284220843,0.191549296,0.187301355,0.17491983,0.158004158,0.272514075,0.402430085,0.153454409,0.188197164,0.193845123,0.19880371,0.555555556,0.192985208,1.565060543,0.46184072,3
88611cb115fffff,Colombo,Colombo,Suduwella,4959.675624,1,0,1,1,2,5,0.197843496,0.178629933,0.104679659,0.086540303,0.1356879,0.126089483,0.163718212,0.232747804,0.259283459,0.151799687,0.162751617,0.171302856,0.140368485,0.214680676,0.469787268,0.178805467,0.200882287,0.210005189,0.124021152,0.111111111,0.192667438,1.117443702,0.329751463,2
88611c8347fffff,Colombo,Hanwella,Pahala Thaldoowa,2280.120127,5,0,0,0,0,5,0.090954927,0.24995036,0.096043879,0.049492629,0.062726372,0.147588611,0.187648081,0.144291092,0.215180224,0.126447574,0.229277025,0.208143784,0.082228117,0.079979919,0.404286511,0.169406478,0.316371821,0.331838032,0.133036669,0.111111111,0.190980063,0.819369137,0.241791306,2
88611cb167fffff,Colombo,Kolonnawa,Wellampitiya,8701.545517,1,2,3,0,2,8,0.347108221,0.358364358,0.206908624,0.2149148,0.312947112,0.299244625,0.228241984,0.36574655,0.31569204,0.304538341,0.395754941,0.372548288,0.269338304,0.256678739,0.441462832,0.414229545,0.446473104,0.481699671,0.261478892,0.177777778,0.190722849,1.484506461,0.438069655,3
88611cb16dfffff,Colombo,Kolonnawa,Batalandahena,7367.423969,0,0,0,2,1,3,0.293889565,0.390469099,0.247053332,0.270055524,0.341778539,0.402091807,0.274443216,0.506900878,0.394751171,0.310067814,0.366675191,0.379372064,0.272277583,0.182923943,0.382830053,0.431379891,0.441683547,0.475603165,0.372265727,0.066666667,0.189527999,1.298575955,0.38320259,2
88611cb303fffff,Colombo,Sri Jayawardanapura Kotte,Pagoda East,5529.413898,0,0,5,2,4,11,0.220570589,0.312670638,0.461197339,0.421261727,0.309090909,0.40151075,0.42426157,0.728356336,0.46237613,0.390714658,0.341796661,0.322059811,0.290200014,0.579266325,0.467341248,0.29897023,0.331559757,0.334194483,0.394371081,0.244444444,0.188993514,1.905993687,0.562448207,3
88611c899bfffff,Gampaha,Mirigama,Pasyala East,1219.169946,6,3,1,2,2,14,0.132630242,0.322910178,0.194492754,0.092940264,0.20106383,0.141676505,0.342485255,0.199398798,0.309082375,0.195341098,0.254528366,0.258041311,0.140576602,0.299698485,0.510143311,0.26156406,0.363375601,0.352602608,0.194330213,0.4,0.721963996,1.536802251,0.499550858,3
88611cb125fffff,Gampaha,Kelaniya,Peliyagoda Gangabada East,6982.369923,0,2,1,1,0,4,0.759593374,0.419116731,0.3,0.236772692,0.368022528,0.219598583,0.368314013,0.284569138,0.346632246,0.288851913,0.458817498,0.419073065,0.288539433,0.085435139,0.698076172,0.333666112,0.548337323,0.543635658,0.257677837,0.114285714,0.720065581,1.915068236,0.622509486,4
88611cbb15fffff,Gampaha,Ja-Ela,Ragama,2799.582694,4,0,9,7,4,24,0.304559123,0.841565965,0.411014493,0.441737781,0.829536921,0.465171192,0.800488103,0.652304609,0.676132363,0.604326123,0.593984962,0.701777823,0.50702883,0.165323122,0.527730999,0.698280643,0.885066566,0.858552406,0.782308163,0.685714286,0.717326048,2.465635693,0.801476198,5
88611cb227fffff,Colombo,Dehiwala-Mount Lavinia,Udyanaya,9303.552948,0,0,4,1,4,9,0.371122544,0.613042939,0.504726339,0.50899866,0.576970898,0.70656595,0.523534987,1,0.727757813,0.681168492,0.653161875,0.626855097,0.525342318,0.287287984,0.46511035,0.652649317,0.634895341,0.66300588,0.705377525,0.2,0.18593157,2.028898403,0.59871671,3
88611cb101fffff,Colombo,Colombo,Wanathamulla,15730.52929,4,3,2,0,2,11,0.627497268,0.260871184,0.211343214,0.195337928,0.224831066,0.238233585,0.203127468,0.385194479,0.280518349,0.263954095,0.292258795,0.280856141,0.203168686,0.286692724,0.510222293,0.296573675,0.315696601,0.334172864,0.195914121,0.244444444,0.185102195,1.864770851,0.550283576,3
