h3,District,DS,GN,population_2020,schools,gas_stations,pharmacies,banks,supermarkets,poi_count,population_2020_score,bank_user_cx_score,beauty_cx_score,clothing_outlet_score,eat_out_seeker_cx_score,health_fitness_conscious_cx_score,insurance_cx_score,interest_in_property_cx_score,interest_in_vehicle_cx_score,interest_in_movie_cx_score,interest_in_music_cx_score,online_shopper_cx_score,overseas_travellers_cx_score,post_arpu_derived_score,prepaid_arpu_derived_score,selfcare_score,smart_phone_user_cx_score,social_media_cx_score,supermarket_cx_score,poi_count_score,cx_during_daytime_score,score,norm_score,rank
88611c9705fffff,Kalutara,Ingiriya,Kottiyawatta,341.7004271,0,0,0,0,0,0,0.034748239,0.004645667,0.005816686,0.002873427,0.001653979,0.001700047,0.007193625,0.006100218,0.007135969,0.004321908,0.004231137,0.003780321,0.003385511,0,0,0.00306699,0.005260078,0.005260287,0.002461909,0,0.00622456,0.037210149,0.011686604,1
8861022ec3fffff,Kalutara,Bulathsinhala,Damparadugoda,93.581117,0,0,0,0,0,0,0.009516462,0.006525417,0.005287897,0.002303491,0.002512111,0.007941313,0.010682748,0.004684096,0.006894889,0.00958768,0.005921681,0.006027512,0.003130688,0.041613529,0.387193286,0.004600484,0.008814088,0.00785811,0.002074546,0,0.00621111,0.440397823,0.138315894,1
886102229dfffff,Kalutara,Palindanuwara,Diganna,195.4707597,0,0,0,0,0,0,0.019877835,0.00609576,0.00293772,0.001187366,0.001107266,0.000232883,0.00646134,0.001089325,0.006027001,0.007948336,0.006494747,0.005355455,0.001820167,0.020224563,0.371157739,0.003732849,0.006366716,0.007130881,0.000946888,0,0.006152685,0.412207025,0.129462,1
88610225cdfffff,Kalutara,Bulathsinhala,Ilukpatha,230.9610984,2,0,0,0,0,2,0.023486923,0.000529015,0.000352526,7.12E-05,0.000117647,0.000163018,0.000839974,0.000108932,0.000747348,0.000695479,0.000668577,0.000493542,0.000254823,0,0,0.000564972,0.00065618,0.000709048,0.000163553,0.060606061,0.006147641,0.084256537,0.026462479,1
8861035337fffff,Kalutara,Mathugama,Bopitiya East,522.8514034,0,0,0,0,0,0,0.053169865,0.059937163,0.052878966,0.019710283,0.021937716,0.009315324,0.075382296,0.041394336,0.077868852,0.050670641,0.057975167,0.049459204,0.042955952,0.09699196,0.457595655,0.031174334,0.066469222,0.066602024,0.039769304,0,0.006136713,0.647526784,0.203368957,2
8861023421fffff,Kalutara,Palindanuwara,Batagodavila,251.7426451,1,0,0,1,0,2,0.025600242,0.001288971,0.001175088,0.000237473,0.000138408,0.000232883,0.001507646,0,0.00144648,0.001987084,0.001432665,0.00094508,0.000364033,0,0.381091089,0.00090799,0.002305496,0.002100883,0.000344323,0.060606061,0.00608165,0.467641714,0.146872392,1
8861035101fffff,Kalutara,Dodangoda,Nehinna,7.966704859,0,0,0,0,0,0,0.000810151,0.003139182,0.00199765,0.000736167,0.001238754,0.000558919,0.004587551,0.000980392,0.002386692,0.003825137,0.004546323,0.003874829,0.001856571,0.053756584,0.586077512,0.00190678,0.004715626,0.004747187,0.001575278,0,0.006076186,0.642219525,0.201702105,2
8861022515fffff,Kalutara,Bulathsinhala,Ihala Welgama,139.6167775,0,0,0,0,0,0,0.014197925,0.001474261,0.000176263,0.000261221,0.000276817,0.000232883,0.002003015,0.000108932,0.00072324,0.001788376,0.001365807,0.000913578,0.000837277,0,0.365490002,0.000575061,0.001117279,0.001191847,0.000284066,0,0.006001789,0.379971994,0.119337933,1
88610234e7fffff,Kalutara,Palindanuwara,Athale,285.8380011,0,0,0,0,0,0,0.029067471,0.002040871,0.002115159,0.000474947,0.000532872,0.000698649,0.002455309,0.001089325,0.002917068,0.004520616,0.003209169,0.002373202,0.001456134,0,0.42268082,0.002118644,0.003369571,0.003615942,0.000430404,0,0.005954713,0.452178694,0.142015916,1
886103c9cdfffff,Kalutara,Walallawita,Gulavita North,26.97148694,0,0,0,0,0,0,0.002742788,0.000198716,0.000176263,0,2.77E-05,0,0.000215378,0,0.000144648,0.000149031,0.000181471,0.000168014,0.00010921,0,0,0.000131154,0.000260698,0.00026261,5.16E-05,0,0.005939581,0.002794436,0.000877649,1
8861023423fffff,Kalutara,Palindanuwara,Batagodavila,161.1152929,0,0,0,0,0,0,0.016384155,0.001530653,0.001175088,0.000237473,0.000207612,0.000465766,0.001723024,0,0.00168756,0.002483855,0.001814709,0.001155098,0.000728067,0,0.391597137,0.001210654,0.002819799,0.002565501,0.000430404,0,0.00591226,0.408411695,0.12827,1
88610226b9fffff,Kalutara,Mathugama,Badugama New Colony,168.9115002,0,0,0,0,0,0,0.017176968,0.005880931,0.008225617,0.002066018,0.002055363,0.001257569,0.00773207,0.005446623,0.006726133,0.006954794,0.007640879,0.007245616,0.004040772,0,0.509750679,0.005145278,0.00854807,0.00913076,0.003279676,0,0.005905955,0.530207323,0.166522394,1
88610235b1fffff,Kalutara,Palindanuwara,Hedigalla,337.1409276,0,0,0,0,0,0,0.034284574,0.002658503,0.001175088,0.000474947,0.000415225,0.000465766,0.004522938,0.002178649,0.004821601,0.002483855,0.002483286,0.001575134,0.000728067,0.033324092,0.362567267,0.001715093,0.003334102,0.003333131,0.000258242,0,0.005887881,0.430434176,0.135186608,1
886102342bfffff,Kalutara,Palindanuwara,Batagodavila,211.4638219,0,0,0,0,0,0,0.021504203,0.001530653,0.001175088,0.000237473,0.000207612,0.000465766,0.001723024,0,0.00168756,0.002483855,0.001814709,0.001155098,0.000728067,0,0.391597137,0.001210654,0.002819799,0.002565501,0.000430404,0,0.005850893,0.413531744,0.129878055,1
886102260bfffff,Kalutara,Agalawatta,Harankahapatha,162.5807917,0,0,0,0,0,0,0.016533185,0.002739064,0.002350176,0.000569936,0.000733564,0.000489054,0.003144519,0.002178649,0.003158149,0.003626428,0.003629417,0.00294025,0.001820167,0,0.460172797,0.002118644,0.004238566,0.004221966,0.000774727,0,0.005848791,0.477480708,0.149962528,1
88611c9707fffff,Kalutara,Ingiriya,Kottiyawatta,68.50393399,0,0,0,0,0,0,0.00696631,0.017938183,0.021151586,0.011161244,0.00615917,0.006660456,0.027568383,0.025054466,0.028206365,0.015399901,0.014613181,0.01365116,0.012377139,0.129359579,0.423372007,0.010895884,0.018532641,0.018726138,0.00921064,0,0.005838704,0.568908535,0.178677297,1
88610235c1fffff,Kalutara,Palindanuwara,Bollunna,181.3440888,0,0,0,0,0,0,0.018441264,0.000950616,0.000763807,0.000237473,0.000145329,0.000302748,0.001055352,0,0.001036644,0.001341282,0.001203438,0.000724562,0.000473244,0,0.382453715,0.000706215,0.001365563,0.001252449,0.000284066,0,0.005836602,0.401179046,0.125998439,1
886103c867fffff,Kalutara,Walallawita,Gulavita South,324.0604027,0,0,0,0,0,0,0.032954388,0.001527968,0.001175088,0.000261221,0.000422145,0.000372613,0.001938402,0.000762527,0.001952748,0.002185792,0.002206304,0.001816654,0.001201311,0,0.402873365,0.001049233,0.001010871,0.002337232,0.000593957,0,0.005759263,0.43642171,0.137067115,1
88611c8047fffff,Colombo,Hanwella,Kanampella East,158.4086225,0,0,0,0,0,0,0.006318985,0.003375527,0.0042362,0.001325866,0.001621768,0.003893085,0.004264729,0.007590966,0.007546553,0.004527908,0.004603076,0.002610187,0.002631013,0.114167892,0.383140786,0.002359109,0.005734864,0.006291076,0.001993816,0,0.001329104,0.505621479,0.149206105,1
886103c917fffff,Kalutara,Walallawita,Halwalakele Malwathukanda,182.1339486,0,0,0,0,0,0,0.018521587,0.005800371,0.005875441,0.00097364,0.00149481,0.001001397,0.007753608,0.002505447,0.005062681,0.006905117,0.007258835,0.006195527,0.004514015,0.059176601,0.446289805,0.004035513,0.008902761,0.009251965,0.001816304,0,0.00573026,0.525804296,0.165139534,1
8861035a87fffff,Kalutara,Millaniya,Mahadurupitiya,69.04967285,0,0,0,0,0,0,0.007021807,0.003490964,0.006286722,0.002279744,0.002692042,0.002934327,0.008335128,0.002941176,0.008992285,0.008892201,0.006112703,0.008516224,0.006661813,0,0.447089608,0.006820016,0.005692802,0.005797628,0.002212275,0,0.005714288,0.45632369,0.143317736,1
88611c1029fffff,Gampaha,Divulapitiya,Pahala Madithiyawala,572.5590219,0,0,0,0,0,0,0.062287167,0.001775259,0.002347826,0.002591156,0.003310388,0.004368359,0.011673785,0.007114228,0.009317062,0.007354409,0.008313397,0.008025897,0.003645461,0.060795033,0.515786539,0.007420965,0.002136456,0.001918553,0.003149882,0,0.005076304,0.64201862,0.208693703,2
88610234c9fffff,Kalutara,Walallawita,Gulanawatta,114.1515355,0,0,0,0,0,0,0.011608311,0.001476946,0.000646298,0.000474947,0.000387543,0.000465766,0.001916864,0.001089325,0.00168756,0.002136115,0.001881566,0.001638139,0.000728067,0.018020516,0.311636633,0.001523406,0.001950804,0.002100883,0.000378755,0,0.0056773,0.341644215,0.107300315,1
886103cb69fffff,Kalutara,Walallawita,Thundola,74.32418321,0,0,0,0,0,0,0.007558183,0.021643975,0.010575793,0.003324626,0.005882353,0.003726129,0.021322421,0.005446623,0.020732883,0.020864382,0.0252149,0.021946865,0.011649072,0.074175215,0.437314243,0.015435835,0.03241882,0.033189908,0.006111733,0,0.005642413,0.525159374,0.164936983,1
8861022e17fffff,Kalutara,Bulathsinhala,Niggaha,222.9925612,0,0,0,0,0,0,0.022676585,0.003251967,0.002173913,0.000569936,0.000685121,0.003726129,0.004221409,0.001742919,0.002675988,0.003278689,0.002702961,0.001963667,0.001201311,0,0,0.001281275,0.003988508,0.003688665,0.000783335,0,0.005633166,0.02345992,0.007368065,1
88610224bdfffff,Kalutara,Agalawatta,Helamba,182.7106239,0,0,0,0,0,0,0.01858023,0.003004914,0.001938895,0.001021135,0.001010381,0.000605496,0.003682964,0.002505447,0.003592093,0.00342772,0.002989494,0.002793237,0.001783764,0,0.429701308,0.001805892,0.001578378,0.001555461,0.001971249,0,0.005616353,0.450252787,0.141411046,1
8861035107fffff,Kalutara,Dodangoda,Nehinna,7.966704859,0,0,0,0,0,0,0.000810151,0.007492145,0.004700353,0.00213726,0.002975779,0.001630182,0.010984277,0.002178649,0.004580521,0.008445107,0.010601719,0.009555812,0.002912268,0.054061547,0.501199704,0.004741727,0.011279196,0.011292245,0.003787553,0,0.00561215,0.559858955,0.175835092,1
8861022c11fffff,Kalutara,Bulathsinhala,Delmella,120.8979462,0,0,0,0,0,0,0.012294368,0.003034453,0.006110458,0.001757302,0.000823529,0.005263158,0.003144519,0.001851852,0.003688525,0.003825137,0.005921681,0.004368371,0.003312705,0,0.527543816,0.003621872,0.006171635,0.006282448,0.001351468,0,0.005610468,0.541189652,0.169971618,1
8861022e3bfffff,Kalutara,Bulathsinhala,Niggaha,0,0,0,0,0,0,0,0,0.00271221,0.00293772,0.00071242,0.000622837,0.003260363,0.00323067,0.002178649,0.00216972,0.002980626,0.003342884,0.002100179,0.0010921,0.024896035,0.359032338,0.001311542,0.003990281,0.004262368,0.000688646,0,0.005606265,0.384617019,0.120796798,1
8861022e15fffff,Kalutara,Bulathsinhala,Niggaha,152.0403826,0,0,0,0,0,0,0.015461308,0.000725046,0.000646298,0.000213726,0.00015917,0.000768514,0.000926125,0.000653595,0.000578592,0.000794834,0.000888252,0.000598551,0.00032763,0,0,0.000373285,0.001065849,0.001111044,0.00018077,0,0.00558609,0.015642078,0.004912713,1
8861023427fffff,Kalutara,Palindanuwara,Batagodavila,80.55764643,0,0,0,0,0,0,0.008192078,0.000714305,0.000587544,9.50E-05,9.00E-05,0.000163018,0.000839974,0,0.000795564,0.001142573,0.000821394,0.000514544,0.000254823,0,0.370970131,0.000514528,0.000922198,0.001163566,0.000206594,0,0.005567175,0.379368802,0.119148489,1
8861022765fffff,Kalutara,Palindanuwara,Ambegoda,22.97249141,0,0,0,0,0,0,0.002336121,0.008861677,0.005875441,0.00142484,0.00200692,0.001630182,0.009261253,0.002287582,0.009402122,0.008941878,0.008404967,0.007980678,0.005096469,0.042472969,0.406724266,0.005851493,0.011828968,0.011777064,0.00232418,0,0.005531027,0.453857536,0.142543191,1
8861035a5dfffff,Kalutara,Dodangoda,Iddagoda East,0,0,0,0,0,0,0,0,0.007169903,0.003525264,0.00142484,0.001799308,0.001863065,0.008830498,0.004357298,0.007714561,0.006458023,0.006685769,0.006615562,0.002912268,0,0.427331523,0.003026634,0.00831752,0.008282326,0.003357149,0,0.005500764,0.430688672,0.135266538,1
8861022641fffff,Kalutara,Palindanuwara,Addaragoda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005487314,0,0,1
8861035129fffff,Kalutara,Dodangoda,Wattahena,267.4211343,0,0,0,0,0,0,0.027194621,0.005988346,0.00293772,0.001591071,0.00166782,0.001723335,0.00753823,0.004357298,0.005785921,0.007948336,0.007927412,0.006300536,0.004404805,0.02772387,0.49224389,0.002925747,0.008636743,0.008585338,0.002668503,0,0.00545663,0.549830885,0.172685573,1
886103c91bfffff,Kalutara,Walallawita,Gulavita North,26.97148694,0,0,0,0,0,0,0.002742788,7.79E-05,5.88E-05,0,6.92E-06,0,8.62E-05,0,7.23E-05,4.97E-05,6.69E-05,6.30E-05,3.64E-05,0,0,6.05E-05,0.000101087,0.000103024,2.58E-05,0,0.005436455,0.002768612,0.000869539,1
88611c8009fffff,Colombo,Hanwella,Kanampella East,0,0,0,0,0,0,0,0,0.006316704,0.003267592,0.001340226,0.001405532,0.002905288,0.007265835,0.006900878,0.008058369,0.00333855,0.007014211,0.005369528,0.00250914,0.064467315,0.362712134,0.004193971,0.009894216,0.010452698,0.003380819,0,0.001253653,0.430560268,0.127055956,1
8861035a5bfffff,Kalutara,Dodangoda,Ihala Nebada,151.8396078,0,0,0,0,0,0,0.015440891,0.009962674,0.004759107,0.002920921,0.003086505,0.002561714,0.012276545,0.006535948,0.010221794,0.011922504,0.012034384,0.010290875,0.006661813,0,0.473295483,0.005336965,0.013300938,0.013231521,0.004390118,0,0.005395263,0.493126491,0.154876405,1
886103c811fffff,Kalutara,Walallawita,Udugama,234.6535338,1,0,0,0,0,1,0.023862414,0.00180993,0.000646298,0.000237473,0.000650519,0.00013973,0.001723024,0,0.001133076,0.001689021,0.002378223,0.001900662,0.000691664,0,0.398637373,0.000938257,0.002865909,0.00278165,0.000680038,0.03030303,0.005394422,0.453482856,0.142425515,1
886102208dfffff,Kalutara,Palindanuwara,Kelinkanda,128.7391877,0,0,0,0,0,0,0.01309176,0.001450093,0.001410106,0.00071242,0.000622837,0,0.002584536,0.002178649,0.0024108,0.00153999,0.001623687,0.002310196,0.002912268,0,0.59453962,0.0010795,0.002961676,0.002969517,0.000800551,0,0.005358275,0.608431931,0.191090423,1
8861022e13fffff,Kalutara,Bulathsinhala,Paragoda East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005349448,0,0,1
88610236bdfffff,Kalutara,Walallawita,Gulanawatta,313.1223271,0,0,0,0,0,0,0.031842072,0.002980746,0.001938895,0.000546189,0.000629758,0.000605496,0.002713763,0.000326797,0.002314368,0.00377546,0.004078319,0.003223774,0.001565344,0,0.479792644,0.002290153,0.001613847,0.001656465,0.000852199,0,0.005330954,0.512486915,0.16095694,1
88611c8313fffff,Colombo,Hanwella,Eswatta North,759.2034543,0,0,0,0,0,0,0.030284937,0.003090097,0.004948069,0.001129619,0.001989368,0.004125508,0.006168062,0.007340025,0.007002069,0.007209181,0.004676141,0.00369155,0.004107821,0.111234625,0.452808541,0.003332709,0.005626829,0.006042459,0.003146762,0,0.00122727,0.597474866,0.176311532,1
8861022c5bfffff,Kalutara,Bulathsinhala,Udugalakanda,204.0979023,0,0,0,0,0,0,0.020755147,0.003625232,0.003290247,0.001044882,0.000892734,0.003959013,0.004522938,0.003376906,0.003206365,0.004123199,0.004574976,0.003223774,0.001856571,0.024923759,0.362666008,0.001876513,0.005143029,0.005211805,0.000972712,0,0.005227975,0.409317628,0.128554527,1
8861022607fffff,Kalutara,Palindanuwara,Magura West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005212002,0,0,1
886103c827fffff,Kalutara,Walallawita,Gulavita North,53.94297387,0,0,0,0,0,0,0.005485575,0.000206772,0,0,6.23E-05,0,0.000236916,0,0.000216972,0.000198708,0.000324737,0.000252021,0.000145613,0,0,9.08E-05,0.000271339,0.000268671,9.47E-05,0,0.00520864,0.005580264,0.001752595,1
886103c913fffff,Kalutara,Walallawita,Halwalakele Malwathukanda,187.8480571,0,0,0,0,0,0,0.019102666,0.001984479,0.001821387,0.000308715,0.000463668,0.000256171,0.002562998,0.000653595,0.001591128,0.002036761,0.00234957,0.002089678,0.001456134,0,0.434391508,0.001341808,0.002998918,0.003098802,0.000593957,0,0.005192668,0.454088132,0.142615614,1
886103c817fffff,Kalutara,Walallawita,Karapagala,174.7060334,0,0,0,0,1,1,0.017766226,0.002569886,0.001821387,0.000379957,0.000968858,0.000395901,0.003876804,0.000762527,0.002000964,0.002682563,0.003190067,0.002667227,0.001492537,0,0.36259689,0.002007667,0.004080728,0.004114902,0.001084617,0.03030303,0.005162404,0.411750763,0.129318702,1
8861022edbfffff,Kalutara,Bulathsinhala,Thennahena,0,0,0,0,0,0,0,0,0.003034453,0.001762632,0.00071242,0.00083045,0.001397299,0.004522938,0.002178649,0.003616201,0.002980626,0.002005731,0.001890161,0.000728067,0,0.355685016,0.001715093,0.002518311,0.002706907,0.000688646,0,0.005144751,0.356373662,0.111926397,1
886102345dfffff,Kalutara,Palindanuwara,Thiniyawala,173.5076559,0,0,0,0,0,0,0.017644361,0.001235264,0.000587544,0.000237473,0.000346021,0.000232883,0.001507646,0,0.00048216,0.001490313,0.001050621,0.001155098,0.000364033,0.028735792,0.300034559,0.000605327,0.002039477,0.001676666,0.000430404,0,0.005133402,0.346845115,0.108933763,1
8861022eadfffff,Kalutara,Bulathsinhala,Delmella,98.22958127,0,0,0,0,0,0,0.009989174,0.001450093,0.00546416,0.001211114,0.001044983,0.005915231,0.004006031,0.003594771,0.003351013,0.004123199,0.004641834,0.003664812,0.002875865,0.025131688,0.380913355,0.002411219,0.002234558,0.002302891,0.001213738,0,0.005129619,0.417247956,0.131045207,1
88610235d7fffff,Kalutara,Palindanuwara,Kalugala,183.0820826,0,0,0,0,0,0,0.018618004,0.00112785,0.000646298,0.000237473,0.000276817,0.000232883,0.001292268,0.00043573,0.00168756,0.001987084,0.00191022,0.001260107,0.000728067,0,0.433295483,0.001210654,0.001986273,0.002181686,0.000258242,0,0.005102718,0.452171729,0.142013729,1
886102250dfffff,Kalutara,Palindanuwara,Kapugedara,31.5996531,0,0,0,0,0,0,0.003213436,0.007733827,0.004112808,0.001662313,0.00133564,0.002468561,0.010704286,0.001742919,0.006509161,0.007948336,0.008787011,0.005460464,0.004222788,0.013861935,0.426215749,0.003117433,0.009576675,0.00939337,0.001773263,0,0.005094312,0.445064383,0.139781522,1
88611c909bfffff,Colombo,Padukka,Dambora,84.02964584,1,0,0,0,0,1,0.003351977,0.000783073,0.000338429,0.000148382,0.000156771,0.00040674,0.000876639,0.000815558,0.001023631,0.000427752,0.000770833,0.000581699,0.000365618,0,0,0.000561693,0.001191087,0.001254972,0.000300517,0.022222222,0.001179857,0.025874717,0.007635486,1
8861022c5dfffff,Kalutara,Bulathsinhala,Udugalakanda,244.2197032,0,0,0,0,0,0,0.024835218,0.005585542,0.005875441,0.001662313,0.001245675,0.006986493,0.006676718,0.005446623,0.004580521,0.005961252,0.008022923,0.005145437,0.002548234,0.024882174,0.381505801,0.003026634,0.009328391,0.009878189,0.001377292,0,0.005089268,0.432600485,0.135866981,1
886103c919fffff,Kalutara,Walallawita,Gulavita North,26.4500429,0,0,0,0,0,0,0.002689761,1.61E-05,0,0,0,0,2.15E-05,0,2.41E-05,0,2.87E-05,1.05E-05,0,0,0,1.01E-05,2.31E-05,2.83E-05,0,0,0.005074977,0.002689761,0.000844774,1
8861022ed5fffff,Kalutara,Bulathsinhala,Damparadugoda,15.59685283,0,0,0,0,0,0,0.001586077,0.016622358,0.009988249,0.006886725,0.006782007,0.011644155,0.020245531,0.010893246,0.012777242,0.022354694,0.024832856,0.017536491,0.00837277,0.088453008,0.490604789,0.014023406,0.029262064,0.027513484,0.003959714,0,0.005069933,0.584603588,0.183606648,1
88610235c7fffff,Kalutara,Palindanuwara,Bollunna,223.1927247,0,0,0,0,0,0,0.02269694,0.000714305,0.000587544,0.000237473,0.000138408,0.000256171,0.000732285,0,0.000795564,0.000844511,0.001012416,0.00058805,0.000364033,0,0.404759319,0.000534705,0.00108181,0.001070642,0.000258242,0,0.005057744,0.427714501,0.134332439,1
8861023589fffff,Kalutara,Palindanuwara,Batahena,99.58491044,0,0,0,0,0,0,0.010127,0.00063643,0.000587544,9.50E-05,0.000138408,0.000232883,0.000667672,0.000108932,0.000795564,0.000993542,0.000945559,0.000598551,0.000364033,0,0.424803752,0.000575061,0.000957668,0.00101004,0.000172161,0,0.005040511,0.435102914,0.13665292,1
8861022e1bfffff,Kalutara,Bulathsinhala,Paragoda East,12.56477001,0,0,0,0,0,0,0.001277738,0.002363114,0.001703878,0.001021135,0.000712803,0.0035864,0.006590566,0.001198257,0.002483124,0.007103825,0.004068768,0.003580804,0.001237714,0.011976712,0.343312762,0.002158999,0.002323231,0.002363493,0.001170698,0,0.005037148,0.35773791,0.112354867,1
88610234adfffff,Kalutara,Palindanuwara,Athale,137.4433524,0,0,0,0,0,0,0.013976905,0.00158436,0.001351351,0.000308715,0.000387543,0.000535631,0.001873788,0.001089325,0.002338476,0.003626428,0.002769819,0.001900662,0.001201311,0,0.438074549,0.001846247,0.002855268,0.003090722,0.000370147,0,0.005003943,0.452421602,0.142092206,1
88610234cbfffff,Kalutara,Walallawita,Mandagala,0,0,0,0,0,0,0,0,0.001020436,0.000587544,0.000237473,0.000207612,0.000232883,0.001292268,0,0.0012054,0.000496771,0.000573066,0.000525045,0.000364033,0,0.357343866,0.000403551,0.000815791,0.000949437,0.000172161,0,0.004949301,0.357516027,0.11228518,1
886102358dfffff,Kalutara,Palindanuwara,Batahena,137.0066574,0,0,0,0,0,0,0.013932497,0.000284648,0.000235018,7.12E-05,6.92E-05,0.00013973,0.000236916,0,0.000313404,0.000298063,0.000448902,0.000241521,0.000145613,0,0.398489262,0.000211864,0.000516076,0.000523201,0.000111905,0,0.004899282,0.412533664,0.129564588,1
8861022e03fffff,Kalutara,Bulathsinhala,Niggaha,60.81615305,0,0,0,0,0,0,0.006184523,0.000499476,0.000411281,0.000142484,0.000110727,0.000442478,0.000667672,0.00043573,0.000409836,0.000496771,0.000582617,0.000420036,0.00021842,0,0,0.000262308,0.000714704,0.000725209,0.000120513,0,0.004890455,0.006305036,0.001980225,1
88611c1109fffff,Gampaha,Divulapitiya,Nawana West,179.5829553,0,0,0,0,0,0,0.01953635,0.030802292,0.008405797,0.005275407,0.009637046,0.024793388,0.039861704,0.018036072,0.023468669,0.023960067,0.019822283,0.025485562,0.011436741,0.060929238,0.462923103,0.018524681,0.035330656,0.035401868,0.0106746,0,0.004347585,0.55406329,0.180103062,1
8861023593fffff,Kalutara,Palindanuwara,Penigala,128.9685287,1,0,0,0,0,1,0.013115083,2.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77E-06,2.02E-06,0,0.03030303,0.004874483,0.043418113,0.013636342,1
88611c8addfffff,Gampaha,Dompe,Pingamuwa,437.7401604,0,0,0,0,0,0,0.047620583,0.008938582,0.003971014,0.001225756,0.003028786,0.003541913,0.010982306,0.002304609,0.006805914,0.005124792,0.004237867,0.00565204,0.002144389,0.098336748,0.378118552,0.004592346,0.006033511,0.006075417,0.00426109,0,0.004341216,0.528336974,0.171740501,1
8861022db5fffff,Kalutara,Ingiriya,Kottiyawatta,45.26101545,0,0,0,0,0,0,0.004602688,0.005155885,0.00546416,0.002849679,0.002629758,0.007545412,0.009692009,0.005010893,0.013813886,0.00993542,0.004775549,0.00694109,0.003895158,0,0.462611701,0.003742938,0.00638445,0.006423853,0.003004218,0,0.004862294,0.470218607,0.147681718,1
88611c9727fffff,Colombo,Padukka,Udagama,0,0,0,0,0,0,0,0,0.001724994,0.000816898,0.000430787,0.000414452,0.001162115,0.002290317,0.001882058,0.002504628,0.000938967,0.001899682,0.001342382,0.000788587,0.076673719,0.448314875,0.001085939,0.003051992,0.003167157,0.000751293,0,0.001120081,0.525739887,0.155142936,1
8861023457fffff,Kalutara,Palindanuwara,Thiniyawala,193.9203213,0,0,0,0,0,0,0.019720168,0.001286286,0.000940071,0.000213726,0.000256055,0.000256171,0.001378419,0,0.00096432,0.001838053,0.001680993,0.001323112,0.000728067,0,0.319921007,0.001008878,0.002436732,0.00229077,0.000352931,0,0.004828668,0.339994106,0.106782064,1
88611c8005fffff,Gampaha,Dompe,Udugama,262.7305833,0,0,0,0,0,0,0.028581758,0.018593497,0.006376812,0.002637704,0.005506884,0.008264463,0.022981493,0.012024048,0.018305562,0.012645591,0.023325359,0.016750591,0.012389802,0.081963693,0.513266046,0.013754853,0.031057744,0.030536966,0.006212267,0,0.004300003,0.630023764,0.204794671,2
886103c957fffff,Kalutara,Walallawita,Bogodakanda,230.3399706,0,0,0,0,0,0,0.023423759,0.003192889,0.00199765,0.000949893,0.001044983,0.000628784,0.005104458,0.000326797,0.004435873,0.004272231,0.003342884,0.002982253,0.002147798,0.172581092,0.574475438,0.00232042,0.0038821,0.004143183,0.001256779,0,0.00481858,0.771737068,0.242379723,2
8861022eedfffff,Kalutara,Bulathsinhala,Niggaha,0,0,0,0,0,0,0,0,0.009103359,0.005875441,0.001662313,0.001937716,0.010013973,0.011845789,0.005446623,0.007714561,0.008941878,0.007354346,0.005460464,0.003276301,0.025048517,0.352456184,0.003531073,0.010942238,0.010080197,0.002238099,0,0.004788317,0.3797428,0.11926595,1
88610235d3fffff,Kalutara,Palindanuwara,Kalugala,74.67786472,0,0,0,0,0,0,0.00759415,0.00158436,0.001175088,0.000237473,0.000346021,0.000465766,0.001723024,0.001089325,0.00216972,0.003477397,0.002674308,0.001785152,0.0010921,0,0.438074549,0.001815981,0.002855268,0.003090722,0.000344323,0,0.004750908,0.446013023,0.140079462,1
886103c9d1fffff,Kalutara,Walallawita,Kuda Mathugama,220.2629457,1,0,0,0,0,1,0.022399005,0.003974328,0.003525264,0.00213726,0.001245675,0.000232883,0.006245962,0.003267974,0.004580521,0.006954794,0.007640879,0.00493542,0.002548234,0,0.411049124,0.005851493,0.008069236,0.00836313,0.002496342,0.03030303,0.004734516,0.466247501,0.146434511,1
88610235a5fffff,Kalutara,Palindanuwara,Morapitiya South,0,0,0,0,0,0,0,0,0.000993582,0.000587544,0.000237473,0.000138408,0.000232883,0.001723024,0.001089325,0.00192864,0.000993542,0.000859599,0.000525045,0.000364033,0.036498475,0.356494693,0.000605327,0.001205952,0.001191847,8.61E-05,0,0.004715601,0.393079249,0.123454533,1
88610234edfffff,Kalutara,Palindanuwara,Boralugoda,152.9226584,0,0,0,0,0,0,0.015551029,0.003410403,0.003525264,0.000474947,0.000692042,0.000698649,0.003876804,0.001089325,0.004098361,0.005961252,0.00391595,0.00294025,0.001820167,0,0.387983214,0.002522195,0.005160764,0.005232006,0.000602565,0,0.004707615,0.404136808,0.126927385,1
88611c0269fffff,Gampaha,Divulapitiya,Alugolla,48.95054515,0,0,0,0,0,0,0.005325199,0.033792201,0.007275362,0.011016292,0.007947434,0.015466352,0.030709782,0.028056112,0.018070875,0.021963394,0.034261791,0.024252389,0.014534191,0.154219864,0.57202922,0.025069329,0.03507349,0.037183382,0.01146207,0,0.004195097,0.743036353,0.24153039,2
